Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Gabon,2183965.739184998,-756246.5255763978,1728995.3130036965,2640581.7299924046,12812220.867705807,13466038.6138902,407076.8327137083,0.0,-2423568.523870021,1923368.5797290206,37987991.43151499,53384983.81390801,3571314.822560966,8524505.202210963,220602285.95151305,34995560.22993004,-15484378.9525702,9361783.337009907,354522147.1314702,638863058.0534599,1416133236.36544,875496735.3742499,793350697.43788,603045084.81569,672835598.7593501,176733909.84601998,-664152696.6285901,-82851816.2126298,-194058571.82580018,192471481.7528901,903532189.4067299,755975457.8715401,686872184.22757,623790118.84502,981682381.3392298,1172236492.2372901,1688601107.80824,1282258476.9789798,-52100868.75321984,1002242816.33674,1847387022.5200202,1251388431.1211202,1091564886.6530802,1533960938.8091998,2199809097.02337,3456294158.39157,3355872905.3537498,3976355882.22391,5512343178.68594,2524360053.6170006,3761210151.22038,6007647342.19088,5075224107.78495,4237015865.19129,2825520670.6500998,2605390019.53239,2515509164.5562606,3789815686.97858,5323590547.4079,4966822124.062039,3848586284.8924904,7103220942.281479,8808773336.299,6975560020.75606
"Gambia, The",,,,,,,-3274662.0253781006,-3113799.6005043015,-4528807.2460916005,-4832455.731929198,-1630226.6083626002,-2682811.917465102,-4130996.6907057017,-5472493.325618699,-4543092.7210804,1260035.7070956007,-5943909.999357507,-14888668.6067582,-45031871.1060079,-58603877.535458595,-50295383.51047099,-49870161.84547059,-33063887.03259611,-25600939.901272,-24232308.740539,-22689486.100475192,-17588506.868837595,-21773224.584417,-21567289.361449003,-29029813.479986995,-37035194.34973398,-36069496.64502099,-44695676.513917,-62259854.41310102,-55515582.662119985,-92162413.76365897,-62405410.21374199,-19713873.312074006,-27391727.973993003,-29481403.04615301,-37286048.03472099,-22599772.374321014,-30809428.238274008,-32491422.86565599,-84115651.62840202,-104950290.69200802,-87544504.907677,-105293065.09479398,-158342852.37931,-149149758.179601,-180208778.00956,-125757258.960163,-113445297.20142698,-103220102.06079802,-179306417.31109297,-184409345.57135698,-187098780.592175,-282503259.19450307,-338078795.050176,-284122436.569788,-510673968.567226,-581352976.5001839,-608114733.9021089,-556544953.858718
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,51501591.993229866,-361242700.6570401,-248087856.0750804,-413520099.6174102,-231788079.47019982,-1130348750.92753,-671551677.273,-1291083869.6656601,-453217353.0705749,-589403825.1590791,-931432909.4412291,-746158307.172816,-533144201.80220795,-509756438.14824605,-463834112.3107071,-447241964.3162149,-587607484.91133,-860183639.3989999,-1154702304.6050801,-1873083682.4525304,-2721952574.4511204,-3809317463.4690905,-2056765482.16179,-2080072230.8064303,-2745169597.3009205,-3117981744.82728,-2090018937.6859999,-2980009707.37969,-2548739458.3980694,-2305510948.6738005,-1784232660.7803297,-1872007970.0137901,-1622985137.6276894,-3056544714.9242687,-3064043248.7814293,-2432917186.749899,-2652144243.1015987
Germany,,,,,,,,,,,-3162513226.0995026,-4336130597.223,-4909821505.2444,-4000794731.0647964,-2193463834.9331055,-8334008267.747803,-11645608202.578995,-12957768887.391006,-14221404089.581985,-31634161775.69101,-43964356574.134,-31452268282.128998,-20687120174.095,-23185607813.098022,-20362746203.010986,-15052044246.612,-4040852922.6340027,-4398411316.64798,-5073354493.819031,-8860353687.715027,-3700909090.9089966,-9442545668.828003,-10812773951.15802,179817816.15997314,2562371941.6660156,9254810973.113037,16562256303.612976,22686668170.539,26183172168.500977,11966537956.756958,3259428685.48999,30705762722.835083,85110145457.6471,91785747700.78394,141587181187.25903,143315467106.61096,157789848554.12,222623193646.28003,220288283353.9099,165923316906.24988,177011015050.0,185606097334.63013,217210227233.20996,219838066559.21997,259262242061.95996,253944200893.3601,256950954099.21997,266627351270.5901,242598761130.97998,223141495615.67993,210604971744.75,224309065286.81982,103961173750.96997,181281173003.92993
Ghana,-88245680.07277203,-134469607.72993797,-58830453.38184804,-96650030.555893,-68635528.94548899,-197502236.353347,-106455106.11953497,-44144368.687711,-7844280.083068013,-11766420.124603033,-30396585.321889997,-108286464.27322704,116307445.25672704,152013058.053082,-100621118.01242197,26063829.78723401,-9322033.898304999,-33428571.428570986,-48691099.47644001,2849002.849003017,-30601659.751038015,-23953488.372092992,14379084.967319995,-17570546.737212986,-120303326.81017596,-132195378.15126103,-204161058.77075195,-331027210.884354,-305562697.78480697,-399173614.97127795,-528394039.735096,-565315670.64712,-740526496.5091,-964654468.0982299,-626545496.40047,-544960555.0644598,-553292937.1984801,-1418345573.1557202,-961957640.8295398,-1354406828.60604,-919032736.9755902,-1040642603.3603001,-755774800.3891902,-1215821146.2405005,-1870753811.8610997,-2715483385.6048703,-3175919428.00132,-4047884398.6665897,-5579663205.910971,-3389200671.6171494,-5288265245.111311,-4886494040.279501,-5138161192.021101,-6205663007.545301,-4039041661.272402,-4376315833.396601,-3083747321.1661987,-1688113456.443203,-705781596.7243996,-1315917990.817997,-2468779536.030098,-2065719999.310997,-584726475.9925003,-735501181.081501
Greece,-175656617.747378,-200440500.05741805,-300087154.27647704,-326245394.86310697,-553627860.474799,-659771481.092272,-480389330.1653851,-516383887.0125431,-701763237.691824,-835632548.831208,-874897727.2727301,-923386363.6363599,-1070897727.2727299,-1692255466.0529299,-1557784090.90909,-1752061636.55686,-1838339552.2388105,-2108233117.4838104,-2220936920.22264,-2369871205.151779,-2790655475.619499,-1750645756.4576015,-3496831632.6530304,-3547128482.9720907,-3019446795.64694,-3391174438.68736,-3508804771.178179,-3334969803.7241993,-4583374969.973499,-6197673101.133001,-9259318572.6569,-9591977939.801899,-9333489452.9853,-8632508917.954798,-7404841292.134901,-9969235181.644398,-11676928086.070202,-9294399101.460098,-13288436527.153198,-12813831298.594997,-13946980817.2565,-13915630624.621296,-13954269267.693703,-19983183554.599197,-20223980838.8696,-20282967283.399208,-25709429314.386993,-34657059799.098595,-40504309987.525696,-29147253654.204597,-22127136516.90011,-16081097570.1557,-10658646650.323898,-5441570542.746689,-3283113360.2681885,-1749250256.7691956,-2508121801.257202,-2652977165.2588043,-4215236436.7050934,-3046392399.294098,-14147326670.155708,-16354969672.7016,-21098857240.45099,-11541266701.05899
Guatemala,-19800000.0,-16600000.0,-18700000.0,-20800000.0,-35100000.0,-37600000.0,-2700000.0,-48000000.0,-27100000.0,6400000.0,15100000.0,-28000000.0,7800000.0,17400000.0,-103000000.0,-66000000.0,-262400000.0,-98700100.0,-351300100.0,-310800000.0,-215300000.0,-560499900.0,-340000000.0,-140999900.0,-203500000.0,-100695565.21739006,105570776.25570989,-456599960.0,-457366450.38168,-434552556.8181801,-291812442.8469,-340035952.33929014,-963712352.2665498,-954508165.6674099,-951801197.69767,-904435170.2061801,-748115757.1578603,-1003310355.0637403,-1567257913.1740298,-1529708068.7311301,-1688845868.02872,-2455612817.71432,-2791095733.6640406,-3158808057.02125,-3625257836.9132595,-4337274363.02916,-5125605017.526151,-5720072253.099791,-5748620322.570211,-3454600722.5338497,-4341925328.9774,-5114940803.435398,-5666222524.6231,-6724671348.971703,-6707698798.005701,-6363896710.7631,-5856663943.3985,-6505679211.544901,-7826357767.1191025,-7943184895.6527,-6570043047.794199,-12105359984.5262,-15814908294.059898,-15735909652.706902
Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,60244298.36333501,18937368.712834,-100187392.87703598,31802008.82104397,-63109922.81589997,-7679508.425461054,-39371622.96854401,-51330033.49810004,-105220379.87858403,-125828692.62662399,-199250768.45070398,-124593273.506369,-202286319.70354903,-152089168.419446,-132813500.61740196,-40732113.49583399,-73537063.69747102,26584048.74224198,-43271685.70783889,-9557811.26951003,-917334333.61495,-1508861493.95309,-1455744769.5156002,-1664702288.33069,-881640972.0531802,-1407928908.8252,-1558126170.67906,-2302329341.95411,-2053718926.3511605,-2589803308.8388195,-4564146396.82819,-1231839977.3277502,-1016138073.4814901,-1119953633.9137897,-3074945217.1120996,-470811655.6023598,-662613853.5422001,-1645376312.0028706
Guinea-Bissau,,,,,,,,,,,-53600629.7841651,-61564279.373474866,-71301752.02706975,-80541464.40677969,-87892434.21052611,-58820688.864925295,-66209780.6896258,-69630666.1814543,-90300809.7982709,-105552109.9802841,-83861938.2408804,-98648733.33333358,-143908315.3259814,-111598540.3238044,-136361351.63526767,-179319176.87234572,-90047060.3127904,-124673531.7195276,-165564746.7463584,-206662305.44428378,-171855389.27756768,-185892632.8431606,-265971067.42310378,-146847576.6926148,-109362023.71072799,-154988091.24328172,-149811456.9495619,-416660915.5225642,-208571469.59173098,-187955428.8775147,-103909211.09014781,-113157865.17639992,-78254287.9206197,-78447013.66203369,-100864664.3563152,-119373418.45443618,-177773069.9944129,-180788671.6831766,-205830851.03348702,-189954082.98533618,-171436630.968853,-115953525.13558301,-166798938.45525,-150124766.24197704,-153047876.980379,-49286913.805282,-84057590.30818504,-56520483.05646998,-62802422.083317995,-213600695.70837796,-203707176.653817,-185693965.442038,-303267427.65961397,-292243389.98112
Guyana,-13999965.0000875,-1691662.4375106096,22924942.687643096,29516592.875184193,6999982.500043005,-5117647.058823004,-11823529.411764994,-5882352.941176981,7100000.0,9500000.0,-1450000.0,10500000.0,-3714285.7142859995,-51285714.285715014,8363636.363636017,-125000.0,-113280000.0,-70000000.0,-80000.0,-49960000.0,-74520040.0,-133392892.85714304,-83400000.0,-91500000.0,-31500000.0,-62558139.534884006,-34860465.116278976,-39693877.55102098,-17800020.0,-27316180.147058994,-68025316.45569602,-62666360.465115964,-87700812.15027899,-75945067.58832496,-65791449.74692702,-67794826.05633807,-42993888.17663801,-73539436.52081096,-85938088.214777,-55874776.12108004,-104102421.75080895,-98481606.15429199,-87997744.73553002,-72887898.72151399,-75629711.93726897,-207086428.51782298,,,,,,,,,,,,,,,,,,
Haiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-422779000.0,-397639000.0,-699590800.0,-666389068.6059871,-392620180.219206,-508284889.626034,-396495780.3313,-550866189.5946729,-510796123.28492904,-533863384.143608,-622630885.9322839,-724835782.8604329,-847441453.43513,-855979988.6416051,-767714159.4125879,-946043663.761354,-1036735041.8916019,-1247885742.5082731,-1452485946.4493341,-1605337257.5941157,-1936593441.610896,-1770197614.49518,-3270910853.31319,-3121753285.69966,-2871753137.0944595,-2876171096.7619104,-3090245156.7181897,-2733853010.83249,-2561587777.88009,-3028875613.0694904,-3867527861.84474,-3521779651.87109,-2967001038.6689,-4778902865.17235,-4466319356.13552,-4018610656.1701603
Honduras,-5500000.0,1400000.0,1600000.0,-10800000.0,-10400000.0,2300000.0,-8000000.0,-12100000.0,-7800000.0,-19300000.0,-44800000.0,-6000000.0,8499961.750172019,-7999996.000001967,-123500000.0,-101000000.0,-60000000.0,-74000000.0,-274018921.5,-311435481.0,-480205729.5,-460411070.5,-227475749.5,-320492544.5,-514098054.5,-468932829.0,-318356074.5,-390839371.5,-387270209.44206,-422817407.24138,-372965197.47081995,-323024394.8313799,-466657851.1795399,-532196421.1721697,-524151829.0362501,-298314014.5985403,-309357516.8918996,-277851406.84411,-411097038.40472984,-915236759.5818801,-894578226.9951501,-1008398040.2957296,-985133714.3179703,-1157211310.0527601,-1651090282.8021793,-1802909059.3193398,-2295132183.77909,-3467655635.5880604,-4594631395.514079,-2603066403.4591007,-2839048218.8503504,-3489195143.748419,-3591318950.377569,-3778212389.944849,-3526499395.48752,-3552065545.159731,-3124622016.93906,-3615131618.7228603,-4967951775.21163,-4733109550.104101,-3794872328.9319906,-6935283035.876501,-8742775528.4536,-8232843110.056898
Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-286808295.9791012,-82107413.3764,-2879967248.3145485,-2442687865.5881004,-3595385.4976997375,220869497.99769974,455053075.8736992,-764466886.2234001,-1343856817.1985016,-1742747162.086998,-693604433.0031967,-1383388019.9315033,-3360777899.188904,-4499881131.939598,-3150326306.164093,-1674937021.7214966,197494034.06300354,57851426.93800354,4520066797.896805,6277925564.955002,8122235209.270996,7870725034.705994,8786284896.846008,8253775768.302002,9679038421.951904,10810361485.727005,9460592736.547989,6824231620.888992,3785818482.074997,3031734109.677002,353297834.61502075,-7859733625.576996,10857608813.658997
India,-877800877.8008802,-648900648.90065,-785400785.40078,-787500787.5007899,-1106701106.7011101,-1134001134.00113,-1152811397.4998698,-958666666.6666601,-480000000.0,-185333333.33333015,-60000000.0,-225759297.05005026,227671475.75228024,-440047977.9477401,-1183618321.2079296,-984594448.20473,587355938.3699198,143648829.76422977,-375331507.28868103,-2171813476.6349983,-5786386673.2939,-5098906809.1628,-4334108792.258501,-4398713512.060499,-3060529242.7342987,-5559179686.3668995,-4548547295.976198,-3838531827.119501,-4211604784.443901,-3362657410.3865013,-4492297406.468498,2039268.1474990845,-2153620947.4925003,47187344.15019989,-988286716.2768021,-4249570649.9188995,-4554261385.026703,-5148241778.549904,-7005099303.374702,-8770221354.340897,-4245772553.8526993,-4254860905.487503,-5045863334.09819,-4233294134.7951965,-12662376776.684006,-22898356562.549988,-29981104763.58902,-49726426539.332,-62024910978.40802,-73425843079.10498,-74620856172.53497,-119283327194.81494,-122906076681.13196,-55375035765.80701,-60893612907.731995,-48309654578.37201,-40526477691.92401,-83759204290.047,-101665620603.104,-73069992885.31097,-10516218299.544983,-83133636377.46094,-119529234327.297,-79393265768.03503
Indonesia,,,,,,,,-458608285.76949203,-333117339.195591,-484662576.687112,-273972602.7397299,-207411919.33211994,-261686746.9879601,93253012.04819012,1955180722.89157,174939759.03614044,500000000.0,1562891566.26507,524601303.68780136,3328732396.009201,6011898212.282501,1781847508.8348007,-3532551268.5637016,-865978918.3953972,3834824869.148899,2419636586.2882004,-14658182.958398819,1654773878.2216015,2384647396.8367004,2921595780.722603,1825255936.4827995,2172617938.216202,4080850476.8659973,4718460796.394005,2026749971.0748978,-2696966881.750099,-1399777995.9869003,-594112855.4576035,9306014192.938202,11318192667.4627,17356482696.035805,13270680431.764702,12318361643.8171,17229518703.499603,11999661267.373886,11853826411.595886,19731671212.0177,17471008751.778,5383772872.614014,15141253737.089005,14322535350.381012,22098243865.313995,-3617699111.9000244,-7210947471.83902,-6665132938.488983,3294646496.256012,7051011914.596985,10147166713.563995,-11139964498.136017,-4976882675.734009,17899733715.662994,31185663098.089996,46716269478.44202,29857207586.113983
"Iran, Islamic Rep.",-148623522.24422503,-94336011.69636905,38426763.92079198,141505731.15511596,3653726.7590759993,-20171391.867990017,-89504575.07590985,-178485511.08911014,-261589868.10562015,-294433623.70956993,-300301791.99999976,244757918.05024004,247261280.14521027,3461654472.082691,10783896082.942701,2773055993.1197014,6107914245.608601,1372240187.1520004,978445643.447998,9660039874.579699,-14164364820.747501,-15651420597.335901,-4890560840.134102,-15108728819.335598,-8612447581.8045,-9739286227.5655,-13970909214.657127,576180378.8764992,-8630857567.134869,-9977684993.787601,-13134204728.201702,-21780150763.4849,-16849952851.5,3046536573.5734997,10749816311.053991,7914318073.277901,6223632673.1968,2171645134.3767014,-4258296496.5690002,4210835499.5206985,1837707920.083702,-2447396906.6850014,842657774.5665016,-2163459034.049698,-1464487185.4570007,13995728754.294601,17451954233.8228,27279166987.614,19998393806.142,7135886373.991898,24493086439.694,54398073067.752014,5546640293.636993,16408588952.14801,1432734467.5400085,-8105758513.539597,8885088247.475204,3553839013.268997,14629612516.062012,-12629035378.413101,-13006916443.4729,5002423448.251404,8022385909.380402,-15286552147.031113
Iraq,,,,,,,,,,,562519774.992094,798585572.843001,635325923.7008139,1115219544.4041,3393498137.4873,1312902133.4236393,3809685066.03456,3048086691.50019,5947511005.756849,11832712495.767002,16782666666.666698,-11601666666.6667,-16989666666.6667,-3383548387.0968,-1877741935.483799,-2262258064.516199,-4696129032.258019,-1649354838.7096996,-1958709677.4193,-595806451.6128998,487741935.48390007,-4935638.808837689,-4187590.18759019,-4061727.9989733356,-1135554.0579570597,-1321085.3698461289,-893639.5589580659,4465658586.247709,4856391982.182699,6253336615.121201,12609021035.598698,1362594940.5881996,7039463245.0916,120768660.80820084,-2817920476.246399,-3527987369.4230003,8086942073.734802,15730222489.074703,25797838917.0847,125996304.75460052,7391500000.0,30952800000.0,33590227292.643097,27961900000.0,20331200000.0,-939731582.2215042,2715797629.1278,15073295270.270302,35932000422.74361,16620400000.0,-4055319221.5699005,27553600000.0,58316729655.172,
Ireland,,,,,,,,,,,-362337932.33794,-385203142.96665,-363749016.5224199,-538410187.1503,-1142006996.86982,-626191637.6306701,-795847721.48316,-1076040664.9265003,-1510368468.7405596,-2981858478.4010096,-2953074931.2186203,-2940174927.1136894,-1695760116.2530594,-794916315.9439812,-338800580.5019989,66864329.14140129,308047901.65329933,1402764513.1086998,2253689262.147602,2115403504.8554993,2161079848.8992996,2351699835.2136,4062758944.124302,5310557041.516399,5384983510.011799,7561724747.474701,8295999243.951599,9926303724.928406,9809849725.243896,12904845409.914307,13853060504.371796,17066863709.638596,22092284291.537704,24947098818.757004,27918899886.431,23051809617.231995,18684846091.477997,22353723397.453003,23763185836.04901,31969103526.67401,36749726390.116,44621244188.19101,39229576708.44699,47978463384.37201,50667654214.918976,89639843125.27795,56957861452.98602,82519909012.77899,116690947686.65497,19531081075.945007,90879076696.33203,221508547943.07,226227023371.95593,181411936225.385
Israel,,,,,,,,,,,-1266666666.66667,-982500000.0,-900000000.0,-2382500000.0,-3090000000.0,-3398333333.3333397,-2387500000.0,-1772000000.0,-2375882352.9411793,-2767200000.0,-2460392156.8626995,-3029473684.2105713,-3093209876.54319,-3161548042.70463,-2382131650.75033,-1585447451.0137005,-1525813953.4883003,-3351528910.071499,-2638611545.4375,-1837626800.2504005,-2909684555.1036987,-5318632793.646603,-4502913667.601898,-5999584466.9799,-6602213808.9070015,-7810912230.598099,-7878873327.693703,-5379776192.961102,-3021236283.255703,-2977752011.015297,-126063816.74140167,-3126471217.633293,-3529064122.588501,-960233635.625,103302097.27799988,-161775519.7539978,281879797.11839294,-1604147902.9234924,-1234392419.175003,5269943798.794601,4473685970.085403,-367510474.73721313,-285065945.25849915,5446551993.925598,4976660494.559891,9497467432.785904,6010222970.5686035,6893099903.098404,3208932035.853012,7361875628.462006,16814341332.407303,17585098909.917007,15499838307.480011,18900041682.997986
Italy,,,,,,,,,,,258798017.34819794,952521847.6903992,1168247011.952198,-3253224842.245098,-7493364096.457298,145868920.52199554,-2478057687.834404,2446631555.848198,6582594113.620804,4173132137.031006,-12410859145.376007,-8404464316.130005,-5419292770.221893,2109484956.6548004,-1867307692.3076935,-1862996653.4834137,7969577867.25499,3267109351.65802,400105623.32699585,-180646344.90499878,2328492243.050995,2412450444.8260193,589693637.0769958,32363681555.30899,36132880643.612,42997622726.731964,59461538461.53903,46087198726.694,38522694323.63098,22302224792.973022,9745220727.216003,14754690399.960999,9665276392.471008,7186714435.528992,10646435537.567017,-1836401651.0499878,-16009638359.294983,-7510630798.313965,-17617150231.328003,-12973150262.343994,-39140989153.33301,-31057444798.63794,22780973377.616943,49969909978.275024,60639816850.234985,52641504803.43799,59733694413.502014,53145963915.177,49379369013.882935,64739658691.76404,66995055891.984985,44482863062.013916,-38256835803.89099,28056758345.099
Jamaica,-33616086.55356601,-12725574.909769982,-14822214.071114004,1055599.5777599812,-49569920.172032,-34859986.056005,17359993.056003034,-8699170.264855027,-56759954.59203601,-79799936.16005099,-58800023.52000898,-109629900.02425599,-155447840.92981994,-182624113.47517705,-242990242.99024296,-296010296.0102899,-262350262.350258,44990044.99004507,85193220.20465803,-20002515.89718008,729754.9146199226,-256705324.96547985,-349159715.28330994,-265342816.05016017,-143172194.20493984,-206510465.48403,81437294.63822007,10990242.345669985,-159076379.6803298,-387004133.5909202,-175138602.6635499,-48622076.40802002,-33418535.472100258,289756318.50347996,-15686424.80174017,-335466414.8434801,-534165843.24629974,-655736463.98913,-668618331.05335,-547312374.5486398,-1074566658.21425,-1259624425.9042897,-1586419613.6057801,-1407339279.2772698,-1447860359.6243005,-2242186847.0842094,-2443604693.8407497,-2788654009.6839304,-4070429568.733821,-2172705068.32539,-2412732782.93745,-3334491240.61979,-3209088849.5728693,-3153502748.65856,-3090039153.72805,-2309134659.0548296,-1805850951.3261995,-2104215718.6116104,-2021439830.7983904,-2222393638.387151,,,,
Japan,,,,,,,,,,,2454150061.1110992,6099709613.699398,6834642808.961903,-231313285.85720062,-3967665539.7018967,-316462115.149704,3911996799.892105,10673368053.331299,16145734414.804504,-10178503568.494995,-10762068405.863007,7475883734.069,6219770857.730988,19079902169.03,32246208253.955017,44629778842.42099,76375001631.85501,70124276207.76099,60323819348.474976,41293261160.12598,24355543277.448975,53732293939.35199,80350537262.547,95479406966.685,93444922990.22198,68922257802.5,18591806698.16101,44200018348.487,71492903648.669,68865072146.70294,67799063707.77301,25985588613.07904,52861517848.59802,72560562736.396,93369256791.10492,67729286088.86694,59746705268.21802,80680404404.11499,17444937330.38501,23747970772.714966,77087145544.46594,-40268387502.22095,-102952163351.72705,-125640835016.62805,-127034100865.03198,-24619967678.36902,40314211663.73804,37457827821.08301,1006129335.0090332,-14809695880.255005,-13587503404.45398,-26206712404.409058,-160053213900.77295,-64814781832.86694
Jordan,,,,,,,,,,,,,,,,,-809680013.7356429,-1043833727.64352,-1206707566.462163,-1701444729.68338,-1756146681.2117102,-2406841931.64727,-2512113750.0993,-2240834639.29338,-2010065935.7808897,-1827557808.0456102,-1615585514.02137,-1664898850.37775,-1332916546.43968,-774484141.3494496,-1238790318.69245,-976697323.7024598,-1655884369.0517197,-1671546984.8495598,-1410131673.1071897,-1422231735.15981,-1752750211.56558,-1611613399.1537304,-1539901410.4372396,-1454664880.1128397,-2256840620.59238,-2245469919.5890403,-1839492242.5952005,-2137235543.01834,-3451198871.6502104,-5224400564.17493,-5119181946.40334,-6420592383.638969,-6528414030.806,-5398591549.295799,-5488732394.366201,-7557746478.873201,-8669014084.5071,-9943661971.831001,-9459154929.577402,-8592957746.4789,-7950704225.3521,-8735633802.816898,-7823098591.549299,-5793380281.690201,-7979718309.859201,-9451830985.9155,-9275352112.676098,-6736056338.028103
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-330578512.396698,-2070252207.81287,-2136185716.00628,-932060211.4593096,-154812541.00744057,-559875393.5376997,-999578140.5626802,395627354.2003708,1372843342.8068295,-234603908.917099,-12417864.979600906,1655988771.9295006,3707426030.0657997,4927609873.570099,8503031471.3688965,6777507614.245407,26685614539.6252,9121813579.692596,21244932306.3351,38162131434.623604,30150627210.998405,27985511154.478294,30359360962.918,7345457289.844894,4634764145.429001,13294618096.949997,21023093624.296204,14568541279.706093,6896965280.093697,16993275535.180702,33381806960.5467,18477891113.961
Kenya,-20370005.851998,12585994.965603024,16603979.358408004,28447988.620804965,41719997.31200105,6999997.200001001,17919992.832001984,-11199995.520002007,1399999.440001011,20999991.600003004,-13439994.62400198,-116480233.40790701,-45079981.96800697,-31994266.119254947,-214479634.20814002,-152794703.88426316,24142285.09246993,151270557.90442014,-517246978.18700004,-365202294.6476202,-463735482.6771898,-230339923.81097984,-315199172.33738995,-135299725.79383993,-328400773.5602,-297399994.16996,-292799145.9496901,-405900103.1450801,-437199897.44803,-587299189.7374299,-483112588.4893298,-123448964.61801004,-33667387.48032999,284643208.1138599,201180098.50925016,-593650220.4858398,-832478531.37782,-1139017853.3818097,-1206265938.0088696,-841697402.8334303,-1287547740.7170901,-1309467862.1388397,-706917924.2613196,-888105847.7260299,-1007002543.7707896,-1397997983.1407995,-2393148428.863549,-3213973760.20533,-4390150819.728991,-3555176336.7462893,-4606657576.86886,-7172553508.994501,-6707709330.0404,-7326740667.831099,-9030714940.091803,-7061070721.9027,-6258683308.4988,-8631666732.8272,-8603277970.7845,-8937164423.5766,-8006376280.192621,-10186154226.6095,-10651995632.0903,-9420822779.372002
"Korea, Rep.",-369108910.89108896,-239599268.2205627,-330000000.0,-426923076.92307705,-256725963.03800797,-224473800.37897798,-384023586.861381,-513092167.69242,-764517703.193629,-909214577.4165,-871985002.37317,-1023772315.8023598,-526095829.36067986,-517420969.0308099,-2163558709.18295,-1890082644.6281004,-842561983.4710703,-702685950.4132004,-2196280991.7355003,-4843595041.3223,-5658571116.955399,-5288767001.3125,-4304428956.336399,-1878831058.9916992,429169213.2691994,1100319532.8843002,4472949360.273102,9809529309.144905,12524124422.07,4453308765.819,-2158204667.599701,-7512068194.143204,-2185228017.4439087,1673787061.8939056,-2430780022.746994,-5753732172.5,-18610278558.12201,-4740409120.591003,40540753642.31598,26959749135.421997,10274302968.944,7402587121.588013,7479727849.744019,11391522524.656006,27705289494.841003,20954447867.122986,6329451329.898987,10668842741.401978,-2435922180.0670166,39995614481.60901,32112913546.513,13900863653.889038,34887793975.666016,63488229263.93799,74942916302.57202,100374242065.86896,99901056843.85498,77055383161.53296,76567178708.83301,46150387327.49304,60595164241.81702,64645299272.68799,119168684.1829834,884838156.875
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2194448513.256194,-1971239233.1203122,-2075544637.54244,-2298687107.99065,-1992036878.57974,-1959695595.2958,-2123894687.05828,-1833203520.2641602,-1828647994.678,-1849222666.81428,-2222452770.6953397,-2143056102.89112,-2486288498.24782,-2995351186.5120497,-3064733372.87416,-3210697407.8359704
Kuwait,,,,,,935199625.9201529,988399604.640157,758799696.4801191,949199620.3201491,957599616.960152,1025919589.632169,1850333335.205474,2133461418.0313659,2691757819.3490896,9250181647.001,6547553718.2104,5959224931.341,4040954265.335039,4755447132.007311,12165027897.78775,12615751562.170471,7773015406.13735,461948310.41530037,2040607320.6462002,3357405205.6663303,2344116933.1643906,-326914778.29969025,3448610687.4612007,956889068.8781395,2682288386.8486996,-2420138888.888921,-11979850423.36657,-2730061349.6932497,834437748.3444004,2117844781.1448002,2824612662.842499,4124792507.9072,4025066837.2073,-1876911365.1577015,1957853588.029501,9929845608.178602,5500811915.925901,3053495396.723999,8439257479.564598,14584323040.380001,28852739726.0274,42022772386.4138,40233767513.2118,60183463032.124596,31850165922.4768,41918027124.250305,72889603919.1391,84329989711.9339,76836954661.62451,60138150776.7601,10118771360.625198,-977112848.7508011,5494402325.061195,16411973297.433998,17509576398.7471,6013068480.5359955,31822717583.36841,55010938775.5099,
Kyrgyz Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-540742121.9466751,-32980623.883467913,-278291397.01656806,-154863891.55214202,-106062789.73121893,-214121504.05051905,-471870972.780882,-139720581.881032,-354585203.3052751,-184781355.30243796,-78554483.49861205,-4541279.195780039,-60340401.41716802,-126089105.28627896,-192489979.60761988,-454478722.1225759,-1057393114.81861,-1187635190.74273,-2005003910.9117103,-1124792059.5389104,-1444263402.8207302,-1679773454.78441,-3359873428.23224,-3632783881.7818904,-3751144042.07786,-2710162689.6843,-2328222478.1491,-2473549322.87416,-2950477278.4321704,-2574977451.07208,-1639911756.1344,-2649895106.16992,-4988934001.86548,-8648716197.66166
