Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Burundi,-1750001.9982849993,-3499999.9965699986,-6999999.993140001,-15749999.984565001,5249997.994855005,-3476148.1448521987,-3666285.7106404006,-1934857.1409332976,-5626285.7086915,-4633142.852536198,-2262857.140607197,-14502857.1295974,-8244571.428571399,-7050201.340634003,-19958095.238095306,-45155555.5555555,-13122318.840579696,1665555.5555554926,-51983333.3333337,-66977777.777778,-133201111.11111079,-124952222.2222227,-169162222.22222197,-170043033.8891877,-118934090.719238,-112241235.396471,-127291596.741701,-180963682.421496,-144635190.71192,-147013717.408157,-225312545.61910588,-216993753.61544302,-224489561.3601339,-166880195.2224049,-168448010.1953981,-143580889.901425,-86321830.22295669,-44796367.24847449,-102252107.2973422,-67783377.10270399,-86315511.95415339,-92989703.13723171,-101541858.26953319,-114665348.8758755,-161731658.35536098,-253584652.4578123,-353998271.80866754,-341762225.29544926,-422300979.364998,-402608915.258927,-408459216.65774,-567898536.317713,-567309538.221038,-696588891.794979,-692761257.248234,-310516329.048107,-271712679.880564,-277455737.956727,-406169009.66994,-481348606.635781,-468322772.172805,-522352019.51752007,-613427663.221737,-503767159.008833
Cabo Verde,,,,,,,,,,,,,,,,,,,,,-70982648.2031064,-68654776.91838409,-79120312.0946958,-73642842.3730528,-72514550.51612529,-77877487.4847582,-110258907.6235492,-112061707.75681278,-113087674.7493672,-114967855.7755769,-158624711.5987351,-152959920.4570914,-176344217.7070779,-165686386.4125228,-168612423.83167922,-210651243.28263026,-176152822.17956,-152559146.02059796,-189396686.97406197,-231143987.55579603,-180674415.20431197,-183257218.599873,-223381349.395215,-293096458.13626504,-347396589.83576304,-279899812.703694,-305161263.613924,-440686736.97771,-436710882.6212741,-414650593.815853,-455837597.299348,-507773133.7588831,-300793951.928561,-225943230.31087303,-343192657.26896787,-205391733.74389303,-229970376.243824,-317771966.98061407,-311702659.72274005,-229555185.58527005,-506517524.30774,-610535246.1913071,-440988527.531096,-456356000.6517489
Cambodia,-51428562.85714239,-37142857.142857105,-59999991.42857161,-25714277.142857015,-5714294.285714,-8571428.571429,-45714285.7142856,-11428571.428571403,-22857142.857142597,-35211267.605634004,-14404033.129276201,,,,,,,,,,,,,,,,,,,,,,,-420854953.477129,-359651679.64484,-529889412.43674994,-646408625.189258,-402905994.6034,-410123184.71778595,-460354834.57796,-435443694.86248016,-390197992.7370002,-445246183.0482502,-586310771.6763,-571548570.7740998,-810654897.00671,-918898750.7463598,-1157301805.6163597,-832228032.7455502,-1233531103.0144596,-1318081348.8107605,-1594949390.1687794,-1812999470.56785,-2306822403.0790005,-2467720970.8978004,-2452990825.124399,-2613397782.9181004,-2511478188.7187996,-2484238445.7672997,-1776650946.6253014,-787515357.2847977,-536318626.3978996,-583724770.0053024,-178449106.09730148
Cameroon,,,,,,-4080624.2907730043,-21979994.931342006,-18292599.762364,-26255762.05951199,5770106.89320901,17727713.777720988,-51207085.00400299,-85308669.75151098,-62811431.72389799,56916211.11394501,-81656289.00546801,-136848456.98624098,-93210794.42762399,-208281736.62318993,-424028383.77838016,50283352.310169935,-432822893.34388995,284501001.26365995,75161065.25956988,181713954.6739397,160040347.90643978,66035998.335160255,-513084234.98900986,8729311.220080137,323503987.27400994,353349715.2044499,634513722.5972703,269375911.2697201,1071655488.0650401,534228679.50670004,712153596.3733501,378219989.88452005,521311608.0725198,187969065.43759966,187230060.87465978,188685421.79159975,-114993489.06332016,-311599249.9471297,-218692650.65507984,-139802528.0300598,-98869795.45168018,262166379.56838036,177450170.15287018,-805869364.9312897,-841139051.82127,-687908926.0740099,-938106662.8298292,-688308910.3870897,-808245361.2072401,-1314441455.6843185,-1147279401.7685404,-926064461.9440603,-901317344.5413303,-1244653783.666071,-1459111721.0033102,-1332207512.58537,-1671323232.0286007,-1172085979.3088808,-1965973410.312621
Canada,,-264543211.9709196,-155319173.88677025,240146568.53834915,479321479.85590935,-169761486.327919,-112316059.30970001,496890700.6007004,661732320.4358997,-156950158.66280174,1937027466.7433014,1299267181.620102,656631983.0285988,1435856414.3585968,-156441717.7913971,-3376917027.133301,-1865111561.8660965,-752233192.2895966,476900149.0312958,1021854191.5657043,4663017447.827591,2048544499.1242065,11860257761.206093,10738396624.472595,12115666743.880798,8246063712.925705,3449442245.412094,4939668174.96199,3769399528.7240143,147804054.0539856,918752142.6130066,-3165750196.3869934,-2019525109.6209717,199209363.6159973,6794815465.72998,18993004954.824005,24825815914.924988,12636862631.807007,12535220761.712006,24472639159.992004,42102888694.36401,42385717975.207,33546804307.652985,34853329526.79999,45822444273.63501,46388017824.72302,36316114245.416016,31956987245.13495,27432052483.599,-19832035692.41504,-30298625513.710022,-20478981975.67212,-34546946168.89307,-28939829822.35498,-16351253124.415894,-38367633198.494995,-36038362645.85303,-36155870205.73993,-33628018589.275024,-25564644016.60498,-36581964914.28998,171468187.6949463,2835839160.688965,-9724361785.164917
Central African Republic,-12235152.691733498,-11416451.257938404,-16325594.996668205,-17141715.166593097,-17549074.473304093,-15914413.351578899,-22386987.10054069,-33739668.0983387,-10199971.406262003,-19299957.385076396,-18199332.5206002,-15359071.096705705,-20448281.251324892,-21338966.90715581,-43896198.14103469,-71148791.32334071,-32211133.240008995,-46268170.31071898,-63899756.469873995,-88999730.55868298,-126405767.940963,-67231240.61755198,-90147356.38642901,-82119276.827914,-77225305.67825201,-83263039.869147,-117121884.24024099,-128580029.47408503,-92453129.62573004,-76001157.57489997,-126898524.97562099,-117572448.39402401,-134099355.80135399,-74035206.46702403,-13782304.175612003,-67302626.33343497,-41759160.44421902,-19223211.87002501,-55484196.144676,-47625536.56485802,-45062856.28498301,-50512174.40140101,-41667073.47501701,2750486.4282669723,-66775005.52434999,-111653041.71761402,-113496744.34518799,-158936506.64201596,-247784435.96600398,-244177346.27770898,-239517733.130058,-200401645.30898798,-249988082.60803592,-142992617.463503,-374102800.66120696,-322373526.51300204,-381189435.74302804,-468848420.344722,-394893201.56939393,-412163354.23276997,-446173395.92890203,-445525911.97953105,-491595453.67936397,-373074188.64542305
Chad,-11439256.284325197,-15515635.315196902,-20022490.075469196,-23286441.809754997,-29817991.54170581,-17981129.134193204,-17530807.150161102,-17103459.9876201,-16997089.657703698,-21186281.501286395,-27170046.554138303,-25822267.897643402,-28211525.0007893,-50296951.82650399,-54895339.212947994,-98979167.84290601,-89205205.828116,-121770571.939877,-128600161.76845598,-169317995.210681,-123141840.67644402,-66304007.50847201,-57845649.6991859,-59290086.403817,-55469971.706530005,-200626220.105306,-234726697.87344998,-244124530.512197,-223651230.22609,-252719367.968543,-250821790.07297897,-233633759.037075,-258247221.265459,-234126640.72394902,-221539912.91168797,-171175537.273957,-185214641.63507104,-188844927.08999002,-193248744.78087598,-212884183.199228,-247028950.225378,-598629793.881669,-2016395169.5849671,-935655988.2367929,11018447.651049614,672098928.6612802,-55295257.19570017,369876763.04910994,530017380.4244094,-634813038.8376703,-714709329.0261297,-356230047.2362499,-450111559.0890999,-714741393.0811195,-1157613064.7012396,-718416096.02251,-1081154116.3004403,-582931310.10705,-204933732.6047001,-122882482.83873987,-1639247934.8069005,-646075710.7801104,1105462816.52139,-600695104.2316198
Chile,-114140000.0,-198972380.952381,-81469754.25330794,-138188655.98027205,-58309926.311226964,38087741.52676606,67017398.07841897,80542423.04656696,43189790.57591593,168513808.3081901,35341638.588400126,-131010402.16233993,-426238588.91287994,-351014125.79213,37116934.81730032,-187399627.7709198,375782331.72595,-320362052.02742004,-613837750.8499002,-745793488.3614998,-1387218822.3077002,-3683471885.3846197,-515371499.4546199,412516961.60759926,-326526914.74051,339874218.85616016,488799123.46525955,555122127.3933992,1690789705.2315598,1325335766.7118988,1074813124.8509998,1706007583.5958004,767144019.6861992,-910684559.6394997,975504071.1591988,1678472004.0363998,-1587284765.6431007,-2009169697.9116974,-2909838337.8183975,1453089370.2941017,1202973201.0377998,1109305084.4680023,1426773851.4944,3387496431.8538017,9394522658.979504,10136484481.5598,21568420265.8721,22911436067.1373,2965554009.934601,12961052512.4104,13219088246.280197,7284860207.476501,-1241563453.9698944,-2686184550.398102,968623975.8666992,-2344377344.0998077,-527476262.8428955,1757983384.3342896,-3310531200.3466034,-5182833957.9721985,11375796842.6251,-2812123012.9869995,-11956461652.249008,4383337168.962997
China,-7529999.687229872,97519999.72378016,377650000.06093,455679999.9512601,457760000.0649898,330179999.7481501,185299999.7156601,236019999.9268899,269479999.8700199,483200000.08123994,72660000.0243702,477289000.08083963,620759999.92873,701487999.9959793,-503130999.9913397,-380479999.9784899,90790999.86349964,210671999.9698496,-1460560000.0,-1572643000.0,-2436990000.0,2150220000.0,4812000000.0,2571000000.0,54000000.0,-12501000000.0,-7390000000.0,291000000.0,-4060999999.999901,-4928000000.0,10668000000.0,11601000000.0,4998000000.0,-11792000000.0,7356999994.082901,11958000001.677002,17550000006.013992,42823220005.94299,43836689484.353,30640955358.923004,28785851586.227997,28086220289.600006,37382671264.33002,35821129070.70502,51174382542.24011,124626797523.21106,208918924509.10205,308036028780.4219,348832533144.8999,220130401369.21008,222400893686.80005,180895321770.09985,231864021796.7002,234872118181.51025,221549605871.89014,358836357205.9302,255484319294.91016,215697133466.1499,91487265092.56006,132787798754.7002,355147112386.2002,460829383708.25977,577846955110.7402,386035269476.35986
Colombia,37777799.54785299,-38069179.10447693,-188604.6616770029,-17774811.111112118,-41462555.55555606,139714285.71428597,-236962962.96296299,50735177.53865397,-61871996.16982901,-30308803.40844202,-92440984.15761805,-316756382.5357609,39603598.16524005,233160951.47994995,-134872245.47899008,236520895.64303994,483441418.07176995,713978822.1089697,657756746.3870101,494919891.04148006,207410164.91709042,-1297945280.8997002,-1667093178.2079701,-1076993310.7187004,-221548838.2473297,447503717.3164396,2391414016.6209598,1467222463.35324,952681940.5341301,1654161222.0823193,1410217815.4740496,2312713414.9987392,-335465538.7129402,-3861135460.2461014,-4837630362.716801,-5947254613.0716,-5484487361.599798,-6307644264.738501,-5805004003.413,469252375.4190006,-835760658.0774002,-3070577186.633402,-3282653778.3466988,-3185356027.442999,-2718797023.3393974,-5067786617.7248,-6769709371.060001,-8728898040.5887,-7150135804.746498,-5363370847.580299,-4535024401.0327,-3073024232.632599,-4495521440.907303,-6930298384.874496,-16080615459.958298,-20721562436.503105,-19135554970.043396,-15569440551.7219,-15825333143.900703,-18808380840.686203,-18954175957.97,-24415341500.884598,-26276761729.3246,-17517519252.974205
"Congo, Dem. Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159121472.38235998,268404527.69520998,-17933674.993089914,228406523.4121281,-192697909.03680992,287089027.2727301,-785507246.3768101,-79333333.33333302,176816093.0912199,-538977309.6719398,-399273347.5402899,-768866383.6632099,-659449316.3341298,-334444767.85477066,-1131248710.379651,-1737898481.1160507,-1838542844.343111,-1593514299.2652988,-1976908767.761591,-1494844259.1618996,-1804706676.280201,-1471698183.8757992,-2975361307.264021,-1441057598.986,-2289302219.3029995,-1812064907.4305,-624480458.5187988,160644982.5644989,-1798203074.439499,-1838342541.7313995
"Congo, Rep.",-85828368.9770784,-97378322.05582349,-54056319.860871404,-36814246.735720895,-33975283.738314,-33869127.422814995,-46809154.846585095,-60162412.87665349,-67457195.6532707,-65779205.42674291,-63313319.05252598,-64643481.376578,-96418040.70948201,-63708744.44813302,-36559241.13611299,-213706221.137411,-197530413.97771698,-150603456.280046,-152446251.562002,-14573035.172668934,-1893226.2518299818,-360282179.0380001,-286056638.12489986,129636323.71581984,351064560.71321,16916595.904659986,-255843169.22301102,71538716.81010306,4364639.158712029,327264196.97313213,916179730.1529832,370161377.3663411,711115492.768886,308604523.2693001,-277829404.38242006,23204861.313140154,216181946.3940301,358513997.88715005,71226194.71736002,310499228.45644,1184146232.13955,674217593.41888,836748698.75301,166880714.0040698,1382720449.6033697,2025409315.3189096,2367404929.64907,-1020185126.1970606,1595721826.4022493,-641012579.0766201,1708164513.8399,3543083009.4345903,3312045849.090949,2310536280.1410007,370868418.2977104,-4427610294.00335,-4167324671.7380505,154838465.2378502,3521797595.11582,2910197900.64946,1391319443.2168298,2983957560.1476,4660164796.37886,2693665485.2966204
Cote d'Ivoire,61912318.549954,44445572.72507399,55789331.273357004,79267523.66008401,102820694.37650701,61617237.205175996,78964840.12555003,80487491.47452503,162785613.52532798,131943093.41692698,96959814.89529902,59922294.104765,83324179.77335495,63260157.85162604,224756757.52163005,5599275.171959877,256120027.52336,394416093.0976696,-72233811.69892025,-279708271.71681976,-628551057.3893399,-599489000.6347599,-219715928.8383999,84762231.07954979,925034589.5855899,1003198620.89322,853046354.0696702,384312611.85452986,266427821.41329002,290588103.47752,494261431.9997897,317468262.36006975,423133527.2829199,390620488.38028,932626995.2875099,804798797.6626496,597310043.6645298,418272325.0724201,140294991.90845013,298433531.8989401,102138413.18202972,306880479.20981026,1231376582.79074,897241870.8408003,508835024.0591097,225231795.70695972,503475149.7880697,-129143420.89874077,29551575.086099625,1407176644.2712994,-165525047.86319923,2145426098.9186993,-122015133.81270027,-13629370.772701263,1286280537.2429008,913378408.8285007,1122162840.120901,1226197749.358799,-379874598.1021004,398869444.0192013,27924584.44149971,-379621920.8251991,-3072134069.6231003,-2787461131.8813972
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1865252362.2052898,-1555254785.731719,-3093383603.13673,-1737603238.8471107,-1424126203.5550795,-978924375.6465206,-1193195410.9460201,-2509313589.212551,-3648115590.5373,-3564887308.8592014,-3910304132.6509,-4178048345.621399,-4939315791.854099,-6935689555.259399,-3427101927.7521973,-967151784.7910004,-1056717024.5730019,-920734109.2671013,-1185008533.0465012,-227832327.43789673,107131976.11909866,580418496.7413025,340089201.0876999,-523807071.8284035,-248048263.87950134,-4045490078.2750015,-1897010844.1756973,-4428494273.7883,-1546601421.0439987
Cuba,,,,,,,,,,,-657873400.0,-799136000.0,-940170199.3704,-1153937032.5693603,-1318322926.8292704,-1505098536.58537,-1594581973.2034101,-1641618313.2530193,-2058740779.22077,-2268138219.1780806,-2295740833.33333,-2340543975.90361,-2412947058.8235207,-2541022933.643771,-2837376778.5998497,-2582425264.7668495,-2918851691.8646297,-2777825257.5353193,-3043123878.627981,-3675379469.4348392,-3046844015.957449,-1734684045.31186,-289398378.3783803,-565312297.2972898,-368823783.7837801,-762386441.9762502,-500000000.0,-737200000.0,-1029300000.0,-792500000.0,-860700000.0,-916300000.0,-562700000.0,-245300000.0,279700000.0,1140600000.0,116666666.66666985,1467870370.3703804,-2129351851.8519,1152777777.777769,2887962962.9629,2240000000.0,3771000000.0,2991000000.0,3947000000.0,2336000000.0,2464000000.0,2789000000.0,1963000000.0,1661000000.0,702000000.0,,,
Cyprus,,,,,,,,,,,,,,,,-103891864.727063,-74189531.13694102,-146593060.016582,-198514944.83541703,-245953679.556926,-383656053.06799495,-272852022.3152001,-287575955.61036015,-293066073.4149101,-283460817.54735994,-245304030.7101798,-104639774.01129985,-110507551.76613998,-232172647.42785,-383980236.6863904,-313499103.71318007,-577516161.6161699,-772991786.1799297,-28577267.373380184,-29493690.476189613,-85815006.46829987,-43416562.107910156,-132882554.16192055,254701357.46605968,277522114.3473501,242730442.97832966,475042805.1001797,133534615.38461971,221064552.6613798,-21478750.0,-98222857.85350037,-589110525.6554985,-1140231316.7260017,-3553683902.1532,-1392689669.4089012,-2124018141.106699,-1025213873.8943996,-447725795.2201004,399403674.90320015,245973313.0692997,549133691.9279995,409565418.559,-78109502.1949997,360221688.6933975,264996484.84899902,-351180917.0924988,1423848069.8857994,997277869.9779968,423835474.24420166
Czechia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,956409792.2353001,1667315975.1670895,419451291.12140083,459947518.2656994,-543925829.4250984,-1843896006.0287018,-3255603200.5657997,-2574782482.507099,-208976122.32509995,-311896138.7593994,-1152699148.8644981,-881119579.7631989,-1090242099.540001,-1518806054.8051987,750900785.2201004,3193376576.7570953,4254235337.853607,4607242641.806,5117123660.795013,8076693070.345993,6391475658.764999,8679572971.165985,9948972034.222992,12054111825.996979,13259881970.37201,11359195081.050995,15198251494.309998,16878780533.018005,15315705306.432007,15651844018.794006,16928598356.32901,10829928730.13501,2436871173.5240173,17141795275.118011
Denmark,,,,,,,-187645109.50095987,-270556117.6680298,-186974933.33333015,-319982800.0,-483691866.66666985,-386545655.30613995,-94879915.96274948,-581911562.9390888,-1143884067.0069008,-388447495.7362995,-2020047973.5319004,-1775971981.6098995,-1337915351.9748,-1676045808.781601,-320246810.6247978,870459331.2182999,548925399.6447983,1340001421.5419006,991092153.7956009,485594919.0290985,-175304288.71580124,2248163384.646801,4016785708.9802017,4265975486.3069,7681178618.750595,8657585867.271103,10561574029.5886,10779047024.167595,9249913530.170097,8712549443.095802,10626560608.4122,7561486865.016304,5440736926.934097,10677333648.6913,11016003637.2184,11766787980.006706,12240052060.242996,14819865203.333511,14200323980.5708,14189367006.285995,11162216318.019989,8797215680.511993,12323209234.813019,14850039732.134003,21899620826.53601,21190297384.481018,18952023931.396973,21467084046.77002,22778690296.60199,19609141789.28598,18840555435.23001,21475852175.786987,18307383850.961,20757733136.155,20058876942.121002,25469747704.350983,38401030288.79898,33180919662.636993
Djibouti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-713349981.1502299,384928046.7699299,544982877.0938702,-144417373.2985897,-159435294.64721966,374120109.60999966,385998278.2001009,268032477.8726201,745691280.1526003,-80581101.83939934,-184056001.82308006
Dominican Republic,45600000.0,45200000.0,-2600000.0,-49400000.0,-85500000.0,-35200000.0,-88500000.0,-71700000.0,-88000000.0,-93900000.0,-148202996.0,-161581307.0,-66911844.0,-103485083.0,-273656091.0,-120799453.0,-271896894.0,-330404627.0,-512232530.0,-535639740.0,-927883259.0,-558638062.0,-677524940.0,-680931863.0,-959594946.0,-235636161.05851007,-217152268.69646,-408212948.64331985,-128396698.11960983,-543575394.3217597,-564266946.6177096,-288360635.91058016,-795816000.0,-683384000.0,-694281742.2511902,-573076923.0769196,-523365178.7804394,-758393539.4180803,-1580236998.8229008,-1403580678.3067007,-2018532569.8092499,-1722830595.3844995,-1974320077.8671799,-30715015.321760178,210618498.81166077,-1785759101.335701,-2771534624.5130997,-3703292633.0867004,-6534365996.521101,-4126528034.436699,-5735265231.866402,-6160275543.855101,-5596244278.496302,-3978711616.6928005,-3489086482.9226,-3307679322.1893024,-2851954739.755501,-2288579900.458599,-4237647260.422699,-4333740276.6570015,-6072822185.014801,-8698162038.675297,-11474157362.0355,-8911362526.1763
Ecuador,-16897127.503499985,-20944004.05139801,-8394020.735931993,-13201932.725775003,-27926249.673593014,-31289987.904206008,-15272315.43909499,-49141538.79708403,-74264572.73033798,-112019657.41590199,-102156933.17098904,-168274603.535093,-100108952.18809801,47418713.563797,257353272.21738982,-252304854.02506995,-176622602.22647,-202493994.62342,-456853832.9859998,-37340886.284529686,-130348436.90127993,-148221998.3372097,-617817934.79077,41716982.43459034,286589276.26333,625158450.8979802,-283586838.0954499,-975977493.2192502,-606990748.5685701,-631599536.1778302,142309166.09054995,365682841.4207101,626230115.0575294,-587012506.2531195,-730790395.1975994,-815438719.3596802,83465732.86643028,-548409204.6023102,-2129759879.93997,698160080.04002,1700945472.73637,-211432000.0,-911134000.0,410600000.0,747833000.0,1327650000.0,2540870000.0,3047891000.0,3645320000.0,764355000.0,-549296000.0,1730641000.0,2333658000.0,1272056000.0,1318585000.0,-2254356000.0,531421000.0,-675433000.0,-990533000.0,15515000.0,2471232000.0,922030000.0,-56508000.0,336311000.0
"Egypt, Arab Rep.",-82413950.04887795,-94187371.48443294,-180227393.314919,-244029773.82046092,-304979717.3288729,-148536478.81170797,-219080509.38916695,-128261831.04820704,-335981308.41120994,-200968523.00241995,-283597086.15926003,-390971690.89518,-433815925.5429201,-467155128.8529599,-1008726366.0918403,-2021481806.22534,-1431578947.3684201,-1408349412.38379,-2078532443.9053998,-2969571428.5714293,-2677048662.499999,-2775135135.135129,-3190147783.25126,-3492433061.699609,-3870135454.7409096,-3769238823.15987,-3461178671.655751,-4084838963.07934,-6246450880.181669,-5782734407.269741,-5248990578.73484,-2957793286.806299,-1053170041.8258991,-1980792316.9267998,-2846975088.9680004,-3096431731.052801,-3685141509.434002,-4749262536.873199,-8057851239.669399,-7490415806.5467,-6605019815.0595,-4690026954.177902,-3707865168.539398,-2076923076.9230995,-1071428571.4286003,-2029950083.1947021,-1739130434.7826004,-5971978984.238197,-9109090909.090897,-12558983666.061699,-11470054446.460999,-9724612736.660896,-22100000000.0,-18279069767.441803,-25767575322.811996,-27924528301.886795,-31766871165.644203,-31800271739.1305,-26105796285.875107,-24971526195.899796,-27560823456.019997,-37093690248.565994,-32462006079.027496,-8863448111.117996
El Salvador,,,,,,-21280000.0,-47560000.0,-29480000.0,-17720000.0,-27360000.0,3240000.0,-23520000.0,12240000.0,-43600000.0,-140160000.0,-97400000.0,-29640000.0,20360000.0,-289760100.0,-5880000.0,32760000.0,-237480000.0,-193513600.0,-190070900.0,-248349900.0,-287422100.0,-165115800.0,-281417600.0,-271267100.0,-457015400.0,-608053458.0,-698660500.0,-953944800.0,-987523100.0,-1175191700.0,-1449972700.0,-1246211200.0,-1176867900.0,-1323240700.0,-1376411000.0,-1774285500.0,-1949502700.0,-1886066700.0,-2170692600.0,-2466327000.0,-2819470000.0,-3452170000.0,-4505900000.0,-4889700000.0,-3198000000.0,-3623900000.0,-4323100000.0,-4385540000.0,-4618410000.0,-4292460000.0,-4122300000.0,-3846900000.0,-4057900000.0,-4622570000.0,-4335980000.0,-4337760000.0,-7052280000.0,-7941130000.0,-6350880000.0
Equatorial Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3600053595.46862,4651757606.42628,5641596705.63449,9827684040.36311,3978209448.26227,4380206413.95397,7648765006.69098,6074978937.9757,6236398754.57769,5995811748.252919,1903839189.5960102,1149364742.3506098,1866489970.1932402,2040958194.3899994,838980645.6838198,372305785.99631023,1623301271.8367696,3301617588.7900195,1451065079.9846206
Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-159972072.5241636,-191578061.65379003,-291590909.090909,-349968750.0,-403291015.77862704,-385705357.01884794,-486517937.55170196,-531779119.70280063,-342873246.7532464,-379561211.27708,-386743256.3267137,-531923316.01393926,-599112181.3236624,-535752294.86208177,-381053658.53658557,-303343089.43089384,-299548403.25203246,-351191993.4959348,-392844169.10569096,-228887167.47967404,,,,,,,,,,,,
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-155419423.12781,-410176132.9903102,-328031471.2824602,-498652620.6268697,-530215284.03967,-542983646.6792698,-252396720.61327982,-184292822.26113033,-247250022.3793702,-545705943.2984896,-834581074.9774199,-949754037.2670898,-715041661.48489,-1720959729.0177002,-1973380782.9181004,-950430643.0351009,974584606.8351994,1253486957.9696007,1350033736.5662003,381119711.625,587050751.3400002,872688179.7133026,830312847.8024006,787792907.536499,1092039069.989502,723042941.4909973,1174917604.3764992,-344789028.4280014,-484514298.9845009,-474451063.91059875,353519696.47650146
Ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4747934243.176209,-7736727470.29849,-7863700019.374339,-9708696233.8534,-13518221549.172771,-14320617246.467602,-12956510387.364399,-12180289239.64143,-12406629382.878422,-10498471943.088638,-10104399259.25269,-12813647916.102402,-12112674623.6465
Fiji,,,,,,,,,,,,,,,,,,,,,-40804924.41608095,-178023863.042005,-76396671.56059003,-60962419.61809999,-12562384.710099995,-4334430.81121403,28246941.82718903,38268033.81093401,56073799.272578,27370792.667593956,-64352410.81822801,-44186673.78713703,-45908458.533684015,-115645927.583467,-55323145.223260045,-69969203.59544992,85227677.61703992,54444386.72139001,41423039.96794593,-7717205.051719904,-85970990.66298985,-133664060.00519001,-44949471.85513997,-194063830.59529996,-452798615.11828995,-286272520.0852001,-550196395.56377,-445444948.1463101,-590073414.0678899,-286956077.10793996,-199686318.9070301,-223549933.9990797,-121683251.45693016,-528000078.1981001,-298408611.03826,-164614350.4812498,-191292674.45013,-267166616.2685299,-431881114.12393,-571099795.2687297,-739531677.5828099,-1171767280.82669,-1051463904.6755099,
Finland,,,,,,,,,,,-190948471.12118006,-288914464.3364601,-71366504.15829992,-252992064.72692966,-957450764.1405401,-1787619201.5516396,-692414217.5719404,439722591.1170206,1122021660.6498394,464051289.87940025,-698119222.1868,512537889.2257004,91279141.48270035,-5337318.531099319,1254451919.2719002,374136607.8281002,964109781.8437996,474773434.32969666,-378109452.7363014,-2175419149.2309,-2190950085.5233,-1213056903.3964996,953013007.6983986,4101176225.6686974,5829254410.927696,10005446623.093704,9139269997.4114,9307066773.565498,10603026257.231895,12131733306.177704,11552545763.137299,11983523078.740105,12595042023.529396,11304816959.2156,12383047561.776108,8128885839.688797,9041567128.23529,12291817533.725998,10330586412.5,5167668873.046799,3404440400.0,-2149178910.5059967,-4017534176.953003,-2661548550.5880127,-2777895140.0,-929771802.3437958,-2520418387.93779,999767841.1764069,-2314670839.2160034,1795637113.7249908,659047154.8638,159669941.86099243,-5437943167.3160095,877990125.4900055
Fragile and conflict affected situations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,1712316701.7676697,1650836590.2347107,1125098131.6679993,809740355.1504993,417811785.5624008,1468433059.1926003,932101362.0362988,749453361.4216995,558791010.478302,-182069747.23469925,1326717845.7541008,2241746182.0765,2417867360.208004,2887137595.757202,-1685896072.0131073,5217833868.747101,-1791439497.4050903,1268579834.180313,7241133720.930206,4816373728.029999,-8643123253.64801,-7579843089.921997,-13723325681.205017,-632756691.6260071,2161975531.0370026,-286173163.96598816,2015437067.9049988,-7038415366.145996,-3842638475.9389954,-4238741517.5820007,-7657631610.648987,-1575747006.163025,12888475836.43097,25065323141.070007,24247400756.143982,31069260086.739014,34112706757.276978,50108338952.573975,46166110740.49304,40790461989.57501,23545285267.138,26968658956.14203,34756831657.334045,30738831192.705994,27985189928.68799,11054488524.202026,-314778625.05908203,-11565875316.353027,-22878042543.046997,-11805159462.265991,-24731111845.0,-43858143695.525024,-25424169112.26599,-17928929470.39209,-20476182588.626953,-2874747899.609009,-8555918301.011963,-19990725130.704956,-26878288452.235962,-17694302154.51001,-45662030725.91406,-35964530800.775024,-77815660943.96997,-61021178736.47998
